sold_date|city|num_bed|year_built|askprice|longtitude|num_room|num_bath|living_area|data_code|address|latitude|property_type|num_parking|sellingprice 
2010-11-26|Mercier / Hochelaga / Maisonneuve|2| 2009|229000|-73.538765800000000000||1| 71.6|199239|001-2037, avenue Aird|45.555985400000000000|Condo||
2010-08-25|Rosemont / La Petite Patrie|4| 2003|510000|-73.567703962326050000||1|140.47|200156|4758 , 6 ieme avenue|45.545703103943424000|Maison en rangée / de ville||
2010-09-01|Le Sud-Ouest|1| 2007|249000|-73.581113200000000000||1||176588|314-4150, Ste-Ambroise|45.474638100000000000|Condo||
2010-08-26|Rivière des Prairies|3| 1964|249000|-73.536332600000000000||1|140.56|199221|12055 87e ave |45.664378100000000000|Bungalow||
2010-12-20|Le Sud-Ouest|2| 2008|220000|-73.593525700000000000||1||195120|5250, rue St-Ambroise, app. 4|45.467651300000000000|Condo||
2010-09-19|Le Sud-Ouest|| 1989|439000|-73.605260000000000000||1||199997|3445 Cr. Paul-Émile-Côté|45.451545500000000000|Maison 3 étages||
2010-10-25|Mercier / Hochelaga / Maisonneuve|3| 1924|214000|-73.535500500000000000||1|102.19|199419|1409 boulevard Pie-IX|45.548537900000000000|Condo||
2010-10-20|Le Sud-Ouest|2| 2006|130000|-73.558444976806640000||1|67.35|200135|1960, Rue Wellington,Apt.6,Montreal,QC|45.479692928673830000|Condo||
2010-11-26|Mercier / Hochelaga / Maisonneuve|1| 2005|279900|-73.543726200000000000||1|89.56|200639|2150 Pie-IX - 208|45.551013000000000000|Condo||
2011-01-02|Ahuntsic / Cartierville|2| 1984|280000|-73.629465800000000000||1|92.53|200456|8636 Joseph Quintal|45.554062600000000000|Condo||
2010-12-28|Saint-Léonard|3| 1992|369000|-73.583246800000000000||2|145.21|199465|7640 rue Du Mans #502|45.583654900000000000|Condo||
2010-09-09|Le Sud-Ouest|2| 2006|299900|-73.574581146240230000||1||200957|2511 rue Duvernay|45.482130215302580000|Condo||
2010-12-19|Rosemont / La Petite Patrie|1| 2010|249000|-73.596494100000000000||1||192134|790, Rosemont, unité 203|45.533197200000000000|Condo||
2010-10-06|Pierrefonds / Roxboro|5| 1988|459000|-73.831370800000000000||3|260.13|195303|12695 rue Bedford|45.500711600000000000|Maison 2 étages||
2011-07-15|Ahuntsic / Cartierville|| 2004||-73.632493400000000000||1|78.50|195987|8600, rue Raymond-Pelletier app. 801|45.553183800000000000|Condo||
2011-01-22|Le Sud-Ouest|2| 1950|449000|-73.587906360626220000||2||200044|5650 Laurendeau|45.462583820505760000|Condo||
2011-01-08|Ahuntsic / Cartierville|1| 2009|172000|-73.664492700000000000||1||196450|10730-103 Christophe-Colomb|45.562900000000000000|Condo||
2010-08-29|Pointe-Aux-Trembles / Montréal-Est|4| 1970|247000|-73.501535900000000000||1|102.56|199912|13607, De Montigny|45.662724300000000000|Jumelé||
2010-08-04|Mercier / Hochelaga / Maisonneuve|4| 2008|429000|-73.531811000000000000||2|167.23|196195|2672, rue Anne Hébert|45.586079100000000000|Maison 3 étages||
2010-08-20|Verdun|2| 1996|349000|-73.571577072143550000||1|125.42|196762|481 Rue Brault|45.447697531816630000|Condo||
2010-07-30|Le Plateau-Mont-Royal|1| 1994|249000|-73.584046661853790000||1||196096|4405 Avenue Coloniale Condo 7|45.520402090074100000|Condo||
2010-08-19|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2006|229000|-73.556602400000000000||1||196375|825, boulevard René-Levesque Est, app. 410|45.514785900000000000|Condo||
2010-07-20|Le Plateau-Mont-Royal|2| 2006|320000|-73.587799072265620000||1||195184|301-1410, rue Pauline-Julien|45.535603603767150000|Condo||
2011-02-23|Rosemont / La Petite Patrie|2| 2001|399900|-73.564127600000000000||1|96.62|197325|4402 Boulevard St-Michel|45.548305600000000000|Condo||
2010-08-25|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1900|219999|-73.556224900000000000||1|69.68|197207|1308 Martineau|45.519633100000000000|Condo||
2010-08-11|Le Plateau-Mont-Royal|1| 1992|145500|-73.566727638244630000||1|42.74|193885|2145, rue Rachel est, condo 302|45.533198693475510000|Condo||
2010-10-29|Rosemont / La Petite Patrie|1| 1910|349000|-73.613355159759520000||1|97.55|197327|6715 rue Clark|45.531725635134826000|Condo||
2010-08-18|Rosemont / La Petite Patrie|2| 2001|358000|-106.346771000000000000||1|107.49|197604|3172, Avenue du Mont-Royal Est|56.130366000000000000|Condo||
2011-03-08|Mercier / Hochelaga / Maisonneuve|3||619000|-73.537093100000000000||1||196727|569 Nicolet|45.544375800000000000|Quintuplex||
2010-08-09|Côte-des-Neiges / Notre-Dame-de-Grâce|6| 1929|635000|-73.617979288101200000||2|158.31|197931|5574 Avenue Notre-Dame-de-Grace|45.473922758929310000|Jumelé||
2011-01-03|Ahuntsic / Cartierville|2| 2004||-73.655973600000000000||1||197211|2170, Henri-Bourassa Est, condo 402|45.574480700000000000|Condo||
2010-12-20|Ahuntsic / Cartierville|3| 1954|359000|-73.693554000000000000||2|111.48|196707|11830 rue Philippe-Hébert,Montréal,Qc|45.537172000000000000|Bungalow||
2010-11-13|Le Sud-Ouest|2| 2008|259000|-73.593621400000000000||1||197393|2165 De Villiers|45.461509000000000000|Condo||
2010-09-29|Le Sud-Ouest|| 1999|218000|-73.571877479553220000||1|70.61|196377|2801, rue Centre, condo 111|45.477044892841040000|Loft||
2011-09-26|Rivière des Prairies|| 1972|217500|-73.582949638366700000|3|1|111.48|197276|8342 Rene Descartes, Montreal, Quebec|45.634686529128080000|Maison en rangée / de ville||
2011-05-30|Pointe-Claire|4| 1992|365000|-73.805294036865230000||2|116.13|197543|59 Compton-Crescent Av.|45.466060233859785000|Maison à paliers multiples||
2010-08-14|Rosemont / La Petite Patrie|2| 1927|239000|-73.572955700000000000||1| 84.90|197896|5938, 26 ième Avenue|45.563224000000000000|Condo||
2010-12-28|Mercier / Hochelaga / Maisonneuve|3| 2007|324500|-73.541537400000000000||1|132.67|197959|7-575 Préfontaine|45.538435300000000000|Condo||
2010-08-29|Rosemont / La Petite Patrie|2||487000|-73.583121299743650000||1||198110|5801 1ère avenue|45.547175796146260000|Triplex||
2010-10-06|Lachine|3| 2008|349000|-73.694143295288090000||1|123.84|195700|1047, rue Gameroff|45.446402886220590000|Maison en rangée / de ville||
2010-09-15|L'Ile Des Soeurs|| 2000||-73.545993200000000000||2|146.79|197655|473 de la Grande-Allée|45.463532700000000000|Jumelé||
2010-09-18|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2010|242000|-79.441082000000000000||1||208310|950 Notre-Dame Ouest Unité 802|47.331372000000000000|||
2010-12-15|Saint-Laurent|2| 2009|309000|-73.716759681701660000||1|97.08|198641|103-2084 Rue Modigliani|45.509925875503960000|Condo||
2011-03-01|Mercier / Hochelaga / Maisonneuve|1| 2008|339900|-73.537331000000000000||1|122.63|198238|300-2097, Viau|45.559835000000000000|Loft||
2010-08-19|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1919|260000|-73.584682100000000000||1||200541|2187 Maisonneuve Ouest|45.491071600000000000|Condo||
2010-10-14|Villeray / St-Michel / Parc-Extension|3||469000|-73.598824900000000000||1||199307|7281, 12e avenue|45.560349100000000000|Quadruplex||
2011-02-17|Pierrefonds / Roxboro|3| 1990|314900|-73.832330800000000000||2|100.34|145141|4942 Bastien|45.504640000000000000|Maison à paliers multiples||
2010-09-03|Verdun|2| 1998|319000|-73.562135100000000000||1|88.82|198913|10 Allée des Brises du Fleuve|45.461707700000000000|Condo||
2011-03-22|Montréal-Nord|3| 1963|439000|-73.626594543457030000||2|148.64|192489|5603 Des Tulipes|45.610044771482320000|Maison à paliers multiples||
2010-10-07|Côte-des-Neiges / Notre-Dame-de-Grâce|2| 2006||-73.615994453430180000||1|96.15|199408|2135 Hingston #104|45.465705077560410000|Condo||
2010-10-22|Lachine|3| 1997|379000|-73.696008700000000000||1|115.11|200141|3520 St Joseph apt.7|45.433930500000000000|Condo||
2011-04-28|Rosemont / La Petite Patrie|7|||-73.573852500000000000||4||197130|6583-6585-6587 rue Viau Montréal|45.571657300000000000|Triplex||
2010-09-01|Le Sud-Ouest|3| 1950|249000|-73.587976800000000000||1||200046|5652 Laurendeau|45.461866000000000000|Condo||
2011-04-26|Westmount|4|||-73.595588207244870000||2||199954|376 Red Fern Building Appt. 36|45.485154109556970000|Condo||
2010-09-05|Mercier / Hochelaga / Maisonneuve|1||215000|-73.544310100000000000||1||199911|2360 De La Salle App.205|45.553092000000000000|Condo||
2010-08-30|Pointe-Claire|4| 1954|389900|-73.823216300000000000||1|134.71|199548|128 Oakridge|45.449796300000000000|Maison à paliers multiples||
2010-10-15|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2009|239500|-73.553017300000000000||1|79.60|200494|2018, rue du Havre, app. 302|45.533817900000000000|Condo||
2010-09-27|Villeray / St-Michel / Parc-Extension|2| 2002|254500|-73.620630500000000000||1|98.94|201094|7580, rue St-Gérard|45.542093900000000000|Condo||
2010-11-17|Le Sud-Ouest|2| 2007|199000|-73.571090600000000000||1|76.55|200953|1155 d'argenson|45.476754300000000000|Condo||
2011-11-28|Villeray / St-Michel / Parc-Extension|||259000|-73.625920700000000000||||200690|826 Jarry|45.546834100000000000|Terrain résidentiel||
2010-09-06|Mercier / Hochelaga / Maisonneuve|2| 2006|250000|-73.543360800000000000||1|86.86|196271|2034 Rue Bourbonnière App. 5|45.548041500000000000|Condo||
2010-10-12|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2007|188000|-73.550688100000000000||1||202143|2780 Ontario est No.5|45.535804100000000000|Condo||
2011-01-28|Villeray / St-Michel / Parc-Extension|||549000|-73.623805046081540000||||198376|7778-7782 Lajeunesse|45.542036233290020000|Quadruplex||
2011-05-22|Montréal-Nord|3| 1957|279900|-73.628785200000000000||1|99.31|200128|5540 William Allan|45.607236800000000000|Maison à paliers multiples||
2010-10-20|Le Sud-Ouest|2| 2006|215900|-73.590303100000000000||1|98.94|171496|1828 Ave. Woodland|45.453346800000000000|Condo||
2010-09-21|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1956|319000|-73.651058100000000000||1|118.08|198156|7090  ave. Chester|45.463666800000000000|Condo||
2010-08-29|Le Plateau-Mont-Royal|3| 1900|395000|-73.573284400000000000||1|91.97|199899|4244 De Lanaudière|45.528495900000000000|Condo||
2010-09-07|Mercier / Hochelaga / Maisonneuve|3| 1955|309000|-73.541965484619140000||1|111.48|201255|4301 RADISSON|45.589116289082830000|Bungalow||
2011-03-10|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2007|273000|-73.550928300000000000||1|56.76|201150|363, rue St-Hubert Unité 208|45.512385100000000000|Condo||
2010-09-23|Ville-Marie (Centre-Ville et Vieux Mtl)|3| 1920|345000|-73.561883200000000000||1|108.79|202457|1849 Amherst|45.519822900000000000|Condo||
2010-08-26|Outremont|4| 1942|539000|-73.623785100000000000||2|163.79|200834|982 Pratt|45.515811500000000000|Condo||
2011-11-20|Le Sud-Ouest|2| 2008|242000|-73.592671700000000000|4.5|1||202622|5200 Saint-Ambroise|45.467967200000000000|Condo||
2010-09-01|Ville-Marie (Centre-Ville et Vieux Mtl)|2||290000|-73.553592000000000000||1||195730|2359 Coupal|45.530996400000000000|Duplex||
2010-11-27|Le Plateau-Mont-Royal|2| 2002|264000|-73.576332400000000000||1||195188|4385, rue De Brébeuf|45.528520800000000000|Condo||
2010-08-31|Saint-Laurent|3| 2007||-73.726298400000000000||1|195.10|194789|3826, rue Céline-Marier|45.501241500000000000|Maison en rangée / de ville||
2010-09-26|Le Sud-Ouest|| 2008|229000|-73.580760955810540000||1|63.17|202522|4150, rue Saint-Ambroise, condo 408|45.473764766832160000|Condo||
2010-09-16|Côte-des-Neiges / Notre-Dame-de-Grâce|12||749000|-73.619239000000000000||5||200862|4795-4797, ave Victoria|45.486143600000000000|Duplex||
2010-11-09|Mercier / Hochelaga / Maisonneuve|2| 2007|246000|-73.535388708114620000||1|95.60|202628|4951 Ontario Est, # 116|45.559421690764610000|Loft||
2010-09-23|Mercier / Hochelaga / Maisonneuve|2| 1992|279000|-73.546573600000000000||1|88.26|191348|2574, avenue Bennett, app. 4|45.557288400000000000|Condo||
2010-08-19|Montréal-Nord|||345000|-73.636379241943360000||||190615|10001-10003, avenue des Laurentides|45.579565263413820000|Duplex||
2010-06-21|L'Ile Des Soeurs|3| 1989|409000|-73.543169700000000000||1||183660|103, place du Soleil|45.464738600000000000|Condo||
2010-12-18|L'Ile Des Soeurs|1| 1987|234500|-73.552870400000000000||1||189499|393, rue de la Noue|45.461828000000000000|Condo||
2011-06-21|Mercier / Hochelaga / Maisonneuve|8||805000|-73.561813831329340000||1||188918|6851-53-55-55a rue Pierre Gadois|45.594551839044286000|Triplex||
2010-06-19|Rosemont / La Petite Patrie|2| 2005|284000|-73.596643300000000000||1|95.69|188459|5865, rue Boyer, app. 5|45.534573700000000000|Condo||
2010-07-23|Rosemont / La Petite Patrie|3| 1998|339000|-73.577549900000000000||1|111.48|193921|6402, 23e avenue|45.562748900000000000|Maison en rangée / de ville||
2010-07-05|Mont-Royal|2| 1997|599000|-73.630706400000000000||2|157.94|188536|101 Dresden|45.516189100000000000|Maison en rangée / de ville||
2010-08-03|Le Sud-Ouest|1| 1998|259000|-73.572789430618280000||1|77.67|188142|2855, rue Centre, app. 210|45.476525803047250000|Loft||
2010-06-16|Ahuntsic / Cartierville|5||434500|-73.646484300000000000||2||182074|9245-9247 Millen|45.550853500000000000|Duplex||
2010-08-25|Saint-Laurent|3| 1997|368000|-73.712539800000000000||1||187897|2799, rue Chamonix|45.509398700000000000|Condo||
2010-08-12|Mercier / Hochelaga / Maisonneuve|3| 1951|269000|-73.528476100000000000||1|83.61|188182|7961, rue Sainte-Claire|45.594828200000000000|Bungalow||
2010-09-12|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2009|335000|-73.549518585205080000||1|62.62|189296|859, rue de la Commune Est, condo 112|45.512632511746690000|Condo||
2010-10-17|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2003|299500|-73.550548553466800000||1||198963|2201 de Maisonneuve E.|45.527366358927740000|Condo||
2010-07-01|Villeray / St-Michel / Parc-Extension|2| 1926|359000|-73.618747700000000000||2|114.27|189416|7428, rue Berri|45.540274400000000000|Condo||
2010-09-16|Le Plateau-Mont-Royal|2| 2006|385000|-73.583549200000000000||1|92.90|188402|4416, avenue de l'Hotel-de-Ville|45.521401500000000000|Condo||
2010-08-29|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2008|214000|-73.553147200000000000||1|59.09|188187|981, rue Amherst, app. 201|45.515659800000000000|Condo||
2010-06-29|Ahuntsic / Cartierville|||412000|-73.667409000000000000||||188831|10610-10612, Berri|45.554148900000000000|Duplex||
2011-12-27|Lasalle|2| 2000|245000|-73.641611700000000000|4|1|92.90|190377|9270, rue Centrale, app. 201|45.417336200000000000|Condo||
2010-06-06|Villeray / St-Michel / Parc-Extension|3| 1911|295000|-73.629052200000000000||1|102.19|187934|8038, rue Henri-Julien|45.541124800000000000|Maison en rangée / de ville||
2011-01-16|Lasalle|3| 1993|359000|-73.606876900000000000||2|128.21|191398|1012, rue Thierry|45.433151600000000000|Condo||
2010-07-10|Le Sud-Ouest|5| 1900|389000|-73.585417270660400000||1|166.67|190966|350, rue Saint-Philippe|45.475630549994150000|Maison 2 étages||
2010-09-01|Le Plateau-Mont-Royal|1| 2007|241000|-73.593148900000000000|3|1| 57.7|191782|403-5400, rue Saint-André|45.532139500000000000|Condo||
2010-11-19|Mercier / Hochelaga / Maisonneuve|2| 2005|239900|-73.533940315246580000||1||191515|2900, rue du Trianon, condo 401|45.587614663147626000|Condo||
2010-07-14|Ahuntsic / Cartierville|1| 1984|258000|-73.629030500000000000||1|85.84|192207|8638, avenue André-Grasset|45.554804700000000000|Condo||
2010-11-04|Le Sud-Ouest|1| 2008|314900|-73.584709167480470000||1||191651|765, rue Bourget, app. 401|45.481498336300600000|Loft||
2012-03-03|Pointe-Aux-Trembles / Montréal-Est|| 1991|397000|-73.503466000000000000||2|218.97|192133|3417 Armand-Vanesse|45.680687800000000000|Maison en rangée / de ville||
2010-06-16|Outremont|2||379000|-73.598410900000000000||1| 94.70|188546|5171, avenue Durocher|45.518621500000000000|Condo||
2010-06-25|Rosemont / La Petite Patrie|4||475000|-73.601430600000000000||2||189317|6526-28, rue de la Roche|45.538831600000000000|Duplex||
2010-11-02|Outremont|| 1999||-73.614310500000000000||2|125.42|184406|1100 rue Ducharme  App. 17|45.524039300000000000|Penthouse||
2010-06-14|Mercier / Hochelaga / Maisonneuve|8||429000|-73.514958000000000000||3||182969|2176, rue Mousseau|45.600823700000000000|Triplex||
2010-07-21|Mercier / Hochelaga / Maisonneuve|3| 1954|359999|-73.537612300000000000||2|92.81|189405|3165, rue Beauclerk|45.587087800000000000|Bungalow||
2011-05-20|Montréal-Nord|3| 1950|249999|-73.631742300000000000||1|111.48|188099|10660 Pelletier|45.590689300000000000|Maison 2 étages||
2010-11-10|Mercier / Hochelaga / Maisonneuve|| 1909|329999|-73.544273800000000000||1|123.19|189364|4211, de Rouen, app. 311|45.552294000000000000|Condo||
2011-01-14|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2010|393000|0.000000000000000000||1||228370|950 Notre-Dame O|0.000000000000000000|||
2010-06-26|Le Sud-Ouest|3| 1913|309000|-73.585137200000000000||1|222.97|189213|1526, rue Springland|45.454025500000000000|Maison 2 étages||
2010-07-29|Verdun|4| 1930|259000|-73.577671051025390000||2|132.02|189957|995, rue Godin|45.447276022559230000|Condo||
2010-07-22|L'Ile Des Soeurs|1| 2005|374000|-73.549297800000000000||1|92.90|189395|703-300, rue des sommets|45.449867600000000000|Condo||
2010-07-04|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2006|239000|-73.566186700000000000||1|54.16|189442|1200, rue St-Jacques, condo 1304|45.495316500000000000|Condo||
2010-09-16|Le Sud-Ouest|1| 2003|269000|-73.573561906814570000||1||190365|2460, Ste-Cunegonde, app. 214|45.481829321423575000|Condo||
2010-07-23|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1937|695000|-73.630006313323970000||2|187.66|189435|6058, rue DeTerrebonne|45.472365388922356000|Condo||
2010-08-30|Le Sud-Ouest|2| 1910|289000|-73.579924106597900000||1|97.55|184305|754, avenue Atwater|45.484063420144180000|Condo||
2010-09-06|Saint-Laurent|1| 2000|208900|-73.704769000000000000||1|69.58|190659|1743, boulevard Alexis-Nihon|45.512225200000000000|Condo||
2010-12-20|Outremont|2| 1918|339000|-73.618220800000000000||1||190216|849, avenue Davaar|45.518094000000000000|Condo||
2010-09-06|Mercier / Hochelaga / Maisonneuve|2| 2001|219000|-73.542989600000000000||1||190523|4860, rue hochelaga, unité 4|45.560442500000000000|Condo||
2011-04-12|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2008|339000|-73.607621300000000000||1||189672|630, rue William Ap 503|45.529833900000000000|Condo|1|
2010-09-30|Villeray / St-Michel / Parc-Extension|1| 2004|359000|-73.619642257690430000||1||182001|70, rue Moliere, app. 103|45.536655719680280000|Condo||
2010-09-29|Ahuntsic / Cartierville|8||625000|-73.650460700000000000||3||190593|9540, rue St-Hubert|45.553275900000000000|Duplex||
2010-11-08|Côte-des-Neiges / Notre-Dame-de-Grâce|5||799000|-73.614234924316400000||1|232.26|190042|3586 Addington|45.474246265174790000|Maison 2 étages||
